3.101736972704714638e-04,9.624689826302729179e-01
6.203473945409429275e-04,9.404466501240694720e-01
9.305210918114143913e-04,9.395161290322581182e-01
1.240694789081885855e-03,9.240074441687344819e-01
1.550868486352357427e-03,9.227667493796526399e-01
1.861042183622828783e-03,9.112903225806451291e-01
2.171215880893300355e-03,9.084987593052109567e-01
2.481389578163771710e-03,9.066377171215881381e-01
2.791563275434243065e-03,9.041563275434243430e-01
3.101736972704714854e-03,9.032258064516128782e-01
3.411910669975186210e-03,9.010545905707195713e-01
3.722084367245657565e-03,9.001240694789082175e-01
4.032258064516128920e-03,8.979528535980149107e-01
4.342431761786600709e-03,8.933002481389578087e-01
4.652605459057071631e-03,8.920595533498759666e-01
4.962779156327543420e-03,8.889578163771711949e-01
5.272952853598015209e-03,8.796526054590571020e-01
5.583126550868486131e-03,8.777915632754342834e-01
5.893300248138957920e-03,8.734491315136476697e-01
6.203473945409429709e-03,8.706575682382133863e-01
6.513647642679900630e-03,8.653846153846154188e-01
6.823821339950372419e-03,8.647642679900744422e-01
7.133995037220843341e-03,8.629032258064516236e-01
7.444168734491315130e-03,8.622828784119106471e-01
7.754342431761786919e-03,8.601116625310173402e-01
8.064516129032257841e-03,8.585607940446650099e-01
8.374689826302728762e-03,8.570099255583126796e-01
8.684863523573201419e-03,8.554590570719603493e-01
8.995037220843672340e-03,8.529776674937965542e-01
9.305210918114143262e-03,8.523573200992555776e-01
9.615384615384615918e-03,8.517369727047146011e-01
9.925558312655086840e-03,8.467741935483871218e-01
1.023573200992555776e-02,8.464640198511166336e-01
1.054590570719603042e-02,8.461538461538461453e-01
1.085607940446650134e-02,8.458436724565756570e-01
1.116625310173697226e-02,8.455334987593051688e-01
1.147642679900744492e-02,8.430521091811414847e-01
1.178660049627791584e-02,8.424317617866005081e-01
1.209677419354838676e-02,8.402605459057072013e-01
1.240694789081885942e-02,8.393300248138957365e-01
1.271712158808933034e-02,8.383995037220843827e-01
1.302729528535980126e-02,8.380893300248138944e-01
1.333746898263027218e-02,8.374689826302729179e-01
1.364764267990074484e-02,8.315756823821339738e-01
1.395781637717121576e-02,8.294044665012406670e-01
1.426799007444168668e-02,8.278535980148883366e-01
1.457816377171215934e-02,8.256823821339950298e-01
1.488833746898263026e-02,8.235111662531017229e-01
1.519851116625310118e-02,8.210297766749379278e-01
1.550868486352357384e-02,8.207196029776674395e-01
1.581885856079404476e-02,8.191687344913151092e-01
1.612903225806451568e-02,8.182382133995037554e-01
1.643920595533498660e-02,8.179280397022332671e-01
1.674937965260545752e-02,8.173076923076922906e-01
1.705955334987593192e-02,8.157568238213399603e-01
1.736972704714640284e-02,8.148263027295284955e-01
1.767990074441687376e-02,8.135856079404466534e-01
1.799007444168734468e-02,8.132754342431761652e-01
1.830024813895781560e-02,8.129652605459056769e-01
1.861042183622828652e-02,8.126550868486351886e-01
1.892059553349876092e-02,8.120347394540943231e-01
1.923076923076923184e-02,8.114143920595533466e-01
1.954094292803970276e-02,8.107940446650123700e-01
1.985111662531017368e-02,8.089330024813895514e-01
2.016129032258064460e-02,8.076923076923077094e-01
2.047146401985111552e-02,8.067617866004962446e-01
2.078163771712158645e-02,8.061414392059553791e-01
2.109181141439206084e-02,8.058312655086848908e-01
2.140198511166253176e-02,8.055210918114144025e-01
2.171215880893300268e-02,8.045905707196029377e-01
2.202233250620347360e-02,8.039702233250620722e-01
2.233250620347394452e-02,8.033498759305210957e-01
2.264267990074441544e-02,8.030397022332506074e-01
2.295285359801488984e-02,8.021091811414392536e-01
2.326302729528536076e-02,8.017990074441687653e-01
2.357320099255583168e-02,8.014888337468982771e-01
2.388337468982630260e-02,7.999379652605459468e-01
2.419354838709677352e-02,7.990074441687344819e-01
2.450372208436724444e-02,7.983870967741935054e-01
2.481389578163771883e-02,7.980769230769231282e-01
2.512406947890818976e-02,7.977667493796526399e-01
2.543424317617866068e-02,7.971464019851116634e-01
2.574441687344913160e-02,7.968362282878411751e-01
2.605459057071960252e-02,7.949751861042183565e-01
2.636476426799007344e-02,7.937344913151365144e-01
2.667493796526054436e-02,7.934243176178660262e-01
2.698511166253101876e-02,7.924937965260545614e-01
2.729528535980148968e-02,7.921836228287840731e-01
2.760545905707196060e-02,7.918734491315136959e-01
2.791563275434243152e-02,7.915632754342432076e-01
2.822580645161290244e-02,7.912531017369727193e-01
2.853598014888337336e-02,7.906327543424317428e-01
2.884615384615384776e-02,7.903225806451612545e-01
2.915632754342431868e-02,7.887717121588089242e-01
2.946650124069478960e-02,7.878411910669975704e-01
2.977667493796526052e-02,7.875310173697270821e-01
3.008684863523573144e-02,7.872208436724565939e-01
3.039702233250620236e-02,7.869106699751861056e-01
3.070719602977667329e-02,7.866004962779156173e-01
3.101736972704714768e-02,7.862903225806451291e-01
3.132754342431761513e-02,7.853598014888337753e-01
3.163771712158808952e-02,7.841191066997518222e-01
3.194789081885856391e-02,7.838089330024814450e-01
3.225806451612903136e-02,7.828784119106699801e-01
