8.244023083264633315e-04,9.991755976916735227e-01
1.648804616652926663e-03,9.983511953833470454e-01
2.473206924979389886e-03,9.975267930750205680e-01
3.297609233305853326e-03,9.892827699917560169e-01
4.122011541632316332e-03,9.843363561417971530e-01
4.946413849958779772e-03,9.835119538334707867e-01
5.770816158285243212e-03,9.826875515251443094e-01
6.595218466611706652e-03,9.587798845836768002e-01
7.419620774938170092e-03,9.546578730420445247e-01
8.244023083264632665e-03,9.538334707337180474e-01
9.068425391591096105e-03,9.530090684253915700e-01
9.892827699917559545e-03,9.422918384171475870e-01
1.071723000824402298e-02,9.381698268755152004e-01
1.154163231657048642e-02,9.233305853256389417e-01
1.236603462489694986e-02,9.225061830173124644e-01
1.319043693322341330e-02,9.134377576257213249e-01
1.401483924154987674e-02,9.109645507007420040e-01
1.483924154987634018e-02,9.101401483924155267e-01
1.566364385820280189e-02,9.093157460840890494e-01
1.648804616652926533e-02,9.084913437757625720e-01
1.731244847485572877e-02,9.076669414674360947e-01
1.813685078318219221e-02,9.068425391591096174e-01
1.896125309150865565e-02,9.035449299258038192e-01
1.978565539983511909e-02,8.854080791426216512e-01
2.061005770816158253e-02,8.804616652926627873e-01
2.143446001648804597e-02,8.796372629843363100e-01
2.225886232481450941e-02,8.705688375927452816e-01
2.308326463314097285e-02,8.623248145094806194e-01
2.390766694146743629e-02,8.615004122011541421e-01
2.473206924979389973e-02,8.606760098928276648e-01
2.555647155812036317e-02,8.582028029678483438e-01
2.638087386644682661e-02,8.532563891178894799e-01
2.720527617477329005e-02,8.524319868095631136e-01
2.802967848309975349e-02,8.499587798845836817e-01
2.885408079142621693e-02,8.491343775762572044e-01
2.967848309975268037e-02,8.425391591096454968e-01
3.050288540807914381e-02,8.417147568013190195e-01
3.132728771640560378e-02,8.400659521846660649e-01
3.215169002473206722e-02,8.367683429513602666e-01
3.297609233305853066e-02,8.334707337180543574e-01
3.380049464138499410e-02,8.326463314097279911e-01
3.462489694971145754e-02,8.301731244847485591e-01
3.544929925803792098e-02,8.293487221764220818e-01
3.627370156636438442e-02,8.276999175597691272e-01
3.709810387469084786e-02,8.268755152514426499e-01
3.792250618301731130e-02,8.260511129431162836e-01
3.874690849134377474e-02,8.252267106347898062e-01
3.957131079967023818e-02,8.244023083264633289e-01
4.039571310799670162e-02,8.235779060181368516e-01
4.122011541632316506e-02,8.227535037098103743e-01
4.204451772464962850e-02,8.219291014014838970e-01
4.286892003297609194e-02,8.211046990931574197e-01
4.369332234130255538e-02,8.202802967848309423e-01
4.451772464962901882e-02,8.194558944765045760e-01
4.534212695795548226e-02,8.178070898598516214e-01
4.616652926628194570e-02,8.169826875515251441e-01
4.699093157460840914e-02,8.161582852431986668e-01
4.781533388293487258e-02,8.145094806265457121e-01
4.863973619126133602e-02,8.136850783182193458e-01
4.946413849958779946e-02,8.128606760098928685e-01
5.028854080791426290e-02,8.103874690849134366e-01
5.111294311624072634e-02,8.095630667765869593e-01
5.193734542456718978e-02,8.070898598516076383e-01
5.276174773289365322e-02,8.062654575432811610e-01
5.358615004122011666e-02,5.853256389117889036e-01
5.441055234954658010e-02,5.820280296784831053e-01
5.523495465787304354e-02,5.647155812036274147e-01
5.605935696619950698e-02,5.597691673536685508e-01
5.688375927452597042e-02,4.468260511129431012e-01
5.770816158285243386e-02,3.718054410552349420e-01
5.853256389117889730e-02,3.660346248969497118e-01
5.935696619950536074e-02,2.481450948062654538e-01
6.018136850783182418e-02,2.464962901896125269e-01
6.100577081615828762e-02,2.456718878812860773e-01
6.183017312448475106e-02,1.962077493816982710e-01
6.265457543281120756e-02,1.953833470733717936e-01
6.347897774113767100e-02,1.038746908491343796e-01
6.430338004946413444e-02,7.254740313272876884e-02
6.512778235779059788e-02,5.111294311624072634e-02
6.595218466611706132e-02,5.028854080791426290e-02
6.677658697444352476e-02,4.616652926628194570e-02
6.760098928276998820e-02,4.369332234130255538e-02
6.842539159109645164e-02,2.308326463314097285e-02
6.924979389942291508e-02,2.061005770816158253e-02
7.007419620774937852e-02,1.731244847485572877e-02
7.089859851607584196e-02,1.319043693322341330e-02
7.172300082440230540e-02,9.892827699917559545e-03
7.254740313272876884e-02,8.244023083264632665e-03
7.337180544105523228e-02,4.946413849958779772e-03
